Subject,Course Code,Course Title,Description,Prerequisites,Offered,Keywords
Nutrition and Hospitality Mgmt,NAHM100,Principles of Nutrition and Hospitality Mgmt Applications,This course covers principles of nutrition and hospitality mgmt applications with emphasis on practical and theoretical aspects.,None,"Summer, Spring, Fall","Nutrition and Hospitality Mgmt, Principles, of, Nutrition, and, Hospitality, Mgmt, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Nutrition and Hospitality Mgmt,NAHM109,Fundamentals of Nutrition and Hospitality Mgmt Management,This course covers fundamentals of nutrition and hospitality mgmt management with emphasis on practical and theoretical aspects.,NAHM100 - Principles of Nutrition and Hospitality Mgmt Applications,"Summer, Fall, Spring","Nutrition and Hospitality Mgmt, Fundamentals, of, Nutrition, and, Hospitality, Mgmt, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM100 - Principles of Nutrition and Hospitality Mgmt Applications"
Nutrition and Hospitality Mgmt,NAHM118,Introduction to Nutrition and Hospitality Mgmt Analysis,This course covers introduction to nutrition and hospitality mgmt analysis with emphasis on practical and theoretical aspects.,NAHM109 - Fundamentals of Nutrition and Hospitality Mgmt Management,"Spring, Summer, Fall","Nutrition and Hospitality Mgmt, Introduction, to, Nutrition, and, Hospitality, Mgmt, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM109 - Fundamentals of Nutrition and Hospitality Mgmt Management"
Nutrition and Hospitality Mgmt,NAHM127,Introduction to Nutrition and Hospitality Mgmt Analysis,This course covers introduction to nutrition and hospitality mgmt analysis with emphasis on practical and theoretical aspects.,NAHM118 - Introduction to Nutrition and Hospitality Mgmt Analysis,"Spring, Summer","Nutrition and Hospitality Mgmt, Introduction, to, Nutrition, and, Hospitality, Mgmt, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM118 - Introduction to Nutrition and Hospitality Mgmt Analysis"
Nutrition and Hospitality Mgmt,NAHM136,Fundamentals of Nutrition and Hospitality Mgmt Management,This course covers fundamentals of nutrition and hospitality mgmt management with emphasis on practical and theoretical aspects.,NAHM127 - Introduction to Nutrition and Hospitality Mgmt Analysis,"Summer, Fall, Spring","Nutrition and Hospitality Mgmt, Fundamentals, of, Nutrition, and, Hospitality, Mgmt, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM127 - Introduction to Nutrition and Hospitality Mgmt Analysis"
Nutrition and Hospitality Mgmt,NAHM145,Introduction to Nutrition and Hospitality Mgmt Analysis,This course covers introduction to nutrition and hospitality mgmt analysis with emphasis on practical and theoretical aspects.,NAHM136 - Fundamentals of Nutrition and Hospitality Mgmt Management,"Spring, Summer","Nutrition and Hospitality Mgmt, Introduction, to, Nutrition, and, Hospitality, Mgmt, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM136 - Fundamentals of Nutrition and Hospitality Mgmt Management"
Nutrition and Hospitality Mgmt,NAHM154,Fundamentals of Nutrition and Hospitality Mgmt Applications,This course covers fundamentals of nutrition and hospitality mgmt applications with emphasis on practical and theoretical aspects.,NAHM145 - Introduction to Nutrition and Hospitality Mgmt Analysis,"Summer, Spring","Nutrition and Hospitality Mgmt, Fundamentals, of, Nutrition, and, Hospitality, Mgmt, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM145 - Introduction to Nutrition and Hospitality Mgmt Analysis"
Nutrition and Hospitality Mgmt,NAHM163,Fundamentals of Nutrition and Hospitality Mgmt Practice,This course covers fundamentals of nutrition and hospitality mgmt practice with emphasis on practical and theoretical aspects.,NAHM154 - Fundamentals of Nutrition and Hospitality Mgmt Applications,"Spring, Summer","Nutrition and Hospitality Mgmt, Fundamentals, of, Nutrition, and, Hospitality, Mgmt, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: NAHM154 - Fundamentals of Nutrition and Hospitality Mgmt Applications"
Orientation,O100,Fundamentals of Orientation Practice,This course covers fundamentals of orientation practice with emphasis on practical and theoretical aspects.,None,Fall,"Orientation, Fundamentals, of, Orientation, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Orientation,O109,Introduction to Orientation Design,This course covers introduction to orientation design with emphasis on practical and theoretical aspects.,O100 - Fundamentals of Orientation Practice,"Summer, Spring, Fall","Orientation, Introduction, to, Orientation, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O100 - Fundamentals of Orientation Practice"
Orientation,O118,Fundamentals of Orientation Analysis,This course covers fundamentals of orientation analysis with emphasis on practical and theoretical aspects.,O109 - Introduction to Orientation Design,Spring,"Orientation, Fundamentals, of, Orientation, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O109 - Introduction to Orientation Design"
Orientation,O127,Introduction to Orientation Practice,This course covers introduction to orientation practice with emphasis on practical and theoretical aspects.,O118 - Fundamentals of Orientation Analysis,"Fall, Summer, Spring","Orientation, Introduction, to, Orientation, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O118 - Fundamentals of Orientation Analysis"
Orientation,O136,Fundamentals of Orientation Theory,This course covers fundamentals of orientation theory with emphasis on practical and theoretical aspects.,O127 - Introduction to Orientation Practice,"Summer, Fall","Orientation, Fundamentals, of, Orientation, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O127 - Introduction to Orientation Practice"
Orientation,O145,Fundamentals of Orientation Practice,This course covers fundamentals of orientation practice with emphasis on practical and theoretical aspects.,O136 - Fundamentals of Orientation Theory,Spring,"Orientation, Fundamentals, of, Orientation, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O136 - Fundamentals of Orientation Theory"
Orientation,O154,Introduction to Orientation Analysis,This course covers introduction to orientation analysis with emphasis on practical and theoretical aspects.,O145 - Fundamentals of Orientation Practice,"Spring, Summer, Fall","Orientation, Introduction, to, Orientation, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O145 - Fundamentals of Orientation Practice"
Orientation,O163,Principles of Orientation Practice,This course covers principles of orientation practice with emphasis on practical and theoretical aspects.,O154 - Introduction to Orientation Analysis,Fall,"Orientation, Principles, of, Orientation, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O154 - Introduction to Orientation Analysis"
Orientation,O172,Principles of Orientation Development,This course covers principles of orientation development with emphasis on practical and theoretical aspects.,O163 - Principles of Orientation Practice,"Fall, Spring, Summer","Orientation, Principles, of, Orientation, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: O163 - Principles of Orientation Practice"
Philosophy,P100,Introduction to Philosophy Management,This course covers introduction to philosophy management with emphasis on practical and theoretical aspects.,None,"Fall, Spring, Summer","Philosophy, Introduction, to, Philosophy, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Philosophy,P109,Principles of Philosophy Applications,This course covers principles of philosophy applications with emphasis on practical and theoretical aspects.,P100 - Introduction to Philosophy Management,"Spring, Summer, Fall","Philosophy, Principles, of, Philosophy, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P100 - Introduction to Philosophy Management"
Philosophy,P118,Fundamentals of Philosophy Management,This course covers fundamentals of philosophy management with emphasis on practical and theoretical aspects.,P109 - Principles of Philosophy Applications,"Spring, Summer","Philosophy, Fundamentals, of, Philosophy, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P109 - Principles of Philosophy Applications"
Philosophy,P127,Introduction to Philosophy Systems,This course covers introduction to philosophy systems with emphasis on practical and theoretical aspects.,P118 - Fundamentals of Philosophy Management,"Spring, Summer, Fall","Philosophy, Introduction, to, Philosophy, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P118 - Fundamentals of Philosophy Management"
Philosophy,P136,Principles of Philosophy Analysis,This course covers principles of philosophy analysis with emphasis on practical and theoretical aspects.,P127 - Introduction to Philosophy Systems,"Spring, Fall","Philosophy, Principles, of, Philosophy, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P127 - Introduction to Philosophy Systems"
Philosophy,P145,Fundamentals of Philosophy Theory,This course covers fundamentals of philosophy theory with emphasis on practical and theoretical aspects.,P136 - Principles of Philosophy Analysis,"Fall, Summer","Philosophy, Fundamentals, of, Philosophy, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P136 - Principles of Philosophy Analysis"
Philosophy,P154,Principles of Philosophy Analysis,This course covers principles of philosophy analysis with emphasis on practical and theoretical aspects.,P145 - Fundamentals of Philosophy Theory,"Fall, Spring","Philosophy, Principles, of, Philosophy, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P145 - Fundamentals of Philosophy Theory"
Philosophy,P163,Fundamentals of Philosophy Theory,This course covers fundamentals of philosophy theory with emphasis on practical and theoretical aspects.,P154 - Principles of Philosophy Analysis,"Summer, Spring","Philosophy, Fundamentals, of, Philosophy, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P154 - Principles of Philosophy Analysis"
Philosophy,P172,Introduction to Philosophy Systems,This course covers introduction to philosophy systems with emphasis on practical and theoretical aspects.,P163 - Fundamentals of Philosophy Theory,Fall,"Philosophy, Introduction, to, Philosophy, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P163 - Fundamentals of Philosophy Theory"
Philosophy,P181,Fundamentals of Philosophy Practice,This course covers fundamentals of philosophy practice with emphasis on practical and theoretical aspects.,P172 - Introduction to Philosophy Systems,Spring,"Philosophy, Fundamentals, of, Philosophy, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P172 - Introduction to Philosophy Systems"
Philosophy,P190,Fundamentals of Philosophy Design,This course covers fundamentals of philosophy design with emphasis on practical and theoretical aspects.,P181 - Fundamentals of Philosophy Practice,Fall,"Philosophy, Fundamentals, of, Philosophy, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P181 - Fundamentals of Philosophy Practice"
Philosophy,P199,Principles of Philosophy Management,This course covers principles of philosophy management with emphasis on practical and theoretical aspects.,P190 - Fundamentals of Philosophy Design,"Spring, Fall, Summer","Philosophy, Principles, of, Philosophy, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P190 - Fundamentals of Philosophy Design"
Physical Education,PE100,Fundamentals of Physical Education Applications,This course covers fundamentals of physical education applications with emphasis on practical and theoretical aspects.,None,"Summer, Fall, Spring","Physical Education, Fundamentals, of, Physical, Education, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Physical Education,PE109,Principles of Physical Education Development,This course covers principles of physical education development with emphasis on practical and theoretical aspects.,PE100 - Fundamentals of Physical Education Applications,"Spring, Summer, Fall","Physical Education, Principles, of, Physical, Education, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE100 - Fundamentals of Physical Education Applications"
Physical Education,PE118,Fundamentals of Physical Education Design,This course covers fundamentals of physical education design with emphasis on practical and theoretical aspects.,PE109 - Principles of Physical Education Development,Fall,"Physical Education, Fundamentals, of, Physical, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE109 - Principles of Physical Education Development"
Physical Education,PE127,Introduction to Physical Education Management,This course covers introduction to physical education management with emphasis on practical and theoretical aspects.,PE118 - Fundamentals of Physical Education Design,"Summer, Fall","Physical Education, Introduction, to, Physical, Education, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE118 - Fundamentals of Physical Education Design"
Physical Education,PE136,Introduction to Physical Education Theory,This course covers introduction to physical education theory with emphasis on practical and theoretical aspects.,PE127 - Introduction to Physical Education Management,Fall,"Physical Education, Introduction, to, Physical, Education, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE127 - Introduction to Physical Education Management"
Physical Education,PE145,Introduction to Physical Education Design,This course covers introduction to physical education design with emphasis on practical and theoretical aspects.,PE136 - Introduction to Physical Education Theory,Summer,"Physical Education, Introduction, to, Physical, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE136 - Introduction to Physical Education Theory"
Physical Education,PE154,Principles of Physical Education Theory,This course covers principles of physical education theory with emphasis on practical and theoretical aspects.,PE145 - Introduction to Physical Education Design,"Fall, Summer","Physical Education, Principles, of, Physical, Education, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE145 - Introduction to Physical Education Design"
Physical Education,PE163,Principles of Physical Education Management,This course covers principles of physical education management with emphasis on practical and theoretical aspects.,PE154 - Principles of Physical Education Theory,"Spring, Summer","Physical Education, Principles, of, Physical, Education, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE154 - Principles of Physical Education Theory"
Physical Education,PE172,Fundamentals of Physical Education Analysis,This course covers fundamentals of physical education analysis with emphasis on practical and theoretical aspects.,PE163 - Principles of Physical Education Management,"Summer, Spring","Physical Education, Fundamentals, of, Physical, Education, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE163 - Principles of Physical Education Management"
Physical Education,PE181,Fundamentals of Physical Education Design,This course covers fundamentals of physical education design with emphasis on practical and theoretical aspects.,PE172 - Fundamentals of Physical Education Analysis,Spring,"Physical Education, Fundamentals, of, Physical, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE172 - Fundamentals of Physical Education Analysis"
Physical Education,PE190,Principles of Physical Education Design,This course covers principles of physical education design with emphasis on practical and theoretical aspects.,PE181 - Fundamentals of Physical Education Design,"Spring, Fall, Summer","Physical Education, Principles, of, Physical, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE181 - Fundamentals of Physical Education Design"
Physical Education,PE199,Fundamentals of Physical Education Systems,This course covers fundamentals of physical education systems with emphasis on practical and theoretical aspects.,PE190 - Principles of Physical Education Design,Fall,"Physical Education, Fundamentals, of, Physical, Education, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PE190 - Principles of Physical Education Design"
Physics,P100,Introduction to Physics Applications,This course covers introduction to physics applications with emphasis on practical and theoretical aspects.,None,"Fall, Spring","Physics, Introduction, to, Physics, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Physics,P109,Fundamentals of Physics Applications,This course covers fundamentals of physics applications with emphasis on practical and theoretical aspects.,P100 - Introduction to Physics Applications,"Spring, Fall, Summer","Physics, Fundamentals, of, Physics, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P100 - Introduction to Physics Applications"
Physics,P118,Principles of Physics Design,This course covers principles of physics design with emphasis on practical and theoretical aspects.,P109 - Fundamentals of Physics Applications,"Spring, Summer, Fall","Physics, Principles, of, Physics, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P109 - Fundamentals of Physics Applications"
Physics,P127,Principles of Physics Practice,This course covers principles of physics practice with emphasis on practical and theoretical aspects.,P118 - Principles of Physics Design,"Spring, Summer","Physics, Principles, of, Physics, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P118 - Principles of Physics Design"
Physics,P136,Principles of Physics Systems,This course covers principles of physics systems with emphasis on practical and theoretical aspects.,P127 - Principles of Physics Practice,"Summer, Spring, Fall","Physics, Principles, of, Physics, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P127 - Principles of Physics Practice"
Physics,P145,Fundamentals of Physics Management,This course covers fundamentals of physics management with emphasis on practical and theoretical aspects.,P136 - Principles of Physics Systems,Summer,"Physics, Fundamentals, of, Physics, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P136 - Principles of Physics Systems"
Physics,P154,Principles of Physics Design,This course covers principles of physics design with emphasis on practical and theoretical aspects.,P145 - Fundamentals of Physics Management,Fall,"Physics, Principles, of, Physics, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P145 - Fundamentals of Physics Management"
Physics,P163,Introduction to Physics Applications,This course covers introduction to physics applications with emphasis on practical and theoretical aspects.,P154 - Principles of Physics Design,Summer,"Physics, Introduction, to, Physics, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P154 - Principles of Physics Design"
Physics,P172,Fundamentals of Physics Analysis,This course covers fundamentals of physics analysis with emphasis on practical and theoretical aspects.,P163 - Introduction to Physics Applications,"Summer, Fall, Spring","Physics, Fundamentals, of, Physics, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P163 - Introduction to Physics Applications"
Physics,P181,Principles of Physics Systems,This course covers principles of physics systems with emphasis on practical and theoretical aspects.,P172 - Fundamentals of Physics Analysis,"Spring, Fall","Physics, Principles, of, Physics, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P172 - Fundamentals of Physics Analysis"
Physics,P190,Fundamentals of Physics Practice,This course covers fundamentals of physics practice with emphasis on practical and theoretical aspects.,P181 - Principles of Physics Systems,Summer,"Physics, Fundamentals, of, Physics, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P181 - Principles of Physics Systems"
Political Science,PS100,Fundamentals of Political Science Applications,This course covers fundamentals of political science applications with emphasis on practical and theoretical aspects.,None,Summer,"Political Science, Fundamentals, of, Political, Science, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Political Science,PS109,Introduction to Political Science Theory,This course covers introduction to political science theory with emphasis on practical and theoretical aspects.,PS100 - Fundamentals of Political Science Applications,"Summer, Fall","Political Science, Introduction, to, Political, Science, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS100 - Fundamentals of Political Science Applications"
Political Science,PS118,Principles of Political Science Theory,This course covers principles of political science theory with emphasis on practical and theoretical aspects.,PS109 - Introduction to Political Science Theory,"Fall, Spring","Political Science, Principles, of, Political, Science, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS109 - Introduction to Political Science Theory"
Political Science,PS127,Principles of Political Science Applications,This course covers principles of political science applications with emphasis on practical and theoretical aspects.,PS118 - Principles of Political Science Theory,"Fall, Spring","Political Science, Principles, of, Political, Science, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS118 - Principles of Political Science Theory"
Political Science,PS136,Introduction to Political Science Theory,This course covers introduction to political science theory with emphasis on practical and theoretical aspects.,PS127 - Principles of Political Science Applications,"Summer, Fall, Spring","Political Science, Introduction, to, Political, Science, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS127 - Principles of Political Science Applications"
Political Science,PS145,Principles of Political Science Systems,This course covers principles of political science systems with emphasis on practical and theoretical aspects.,PS136 - Introduction to Political Science Theory,Summer,"Political Science, Principles, of, Political, Science, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS136 - Introduction to Political Science Theory"
Political Science,PS154,Fundamentals of Political Science Analysis,This course covers fundamentals of political science analysis with emphasis on practical and theoretical aspects.,PS145 - Principles of Political Science Systems,Spring,"Political Science, Fundamentals, of, Political, Science, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS145 - Principles of Political Science Systems"
Political Science,PS163,Principles of Political Science Management,This course covers principles of political science management with emphasis on practical and theoretical aspects.,PS154 - Fundamentals of Political Science Analysis,"Spring, Summer, Fall","Political Science, Principles, of, Political, Science, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS154 - Fundamentals of Political Science Analysis"
Political Science,PS172,Fundamentals of Political Science Practice,This course covers fundamentals of political science practice with emphasis on practical and theoretical aspects.,PS163 - Principles of Political Science Management,Fall,"Political Science, Fundamentals, of, Political, Science, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS163 - Principles of Political Science Management"
Political Science,PS181,Introduction to Political Science Development,This course covers introduction to political science development with emphasis on practical and theoretical aspects.,PS172 - Fundamentals of Political Science Practice,"Fall, Summer","Political Science, Introduction, to, Political, Science, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS172 - Fundamentals of Political Science Practice"
Political Science,PS190,Fundamentals of Political Science Design,This course covers fundamentals of political science design with emphasis on practical and theoretical aspects.,PS181 - Introduction to Political Science Development,"Fall, Spring, Summer","Political Science, Fundamentals, of, Political, Science, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS181 - Introduction to Political Science Development"
Political Science,PS199,Fundamentals of Political Science Design,This course covers fundamentals of political science design with emphasis on practical and theoretical aspects.,PS190 - Fundamentals of Political Science Design,"Summer, Fall, Spring","Political Science, Fundamentals, of, Political, Science, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PS190 - Fundamentals of Political Science Design"
Psychology,P100,Introduction to Psychology Analysis,This course covers introduction to psychology analysis with emphasis on practical and theoretical aspects.,None,"Summer, Fall","Psychology, Introduction, to, Psychology, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Psychology,P109,Introduction to Psychology Development,This course covers introduction to psychology development with emphasis on practical and theoretical aspects.,P100 - Introduction to Psychology Analysis,Fall,"Psychology, Introduction, to, Psychology, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P100 - Introduction to Psychology Analysis"
Psychology,P118,Principles of Psychology Practice,This course covers principles of psychology practice with emphasis on practical and theoretical aspects.,P109 - Introduction to Psychology Development,"Spring, Summer","Psychology, Principles, of, Psychology, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P109 - Introduction to Psychology Development"
Psychology,P127,Fundamentals of Psychology Theory,This course covers fundamentals of psychology theory with emphasis on practical and theoretical aspects.,P118 - Principles of Psychology Practice,"Fall, Spring, Summer","Psychology, Fundamentals, of, Psychology, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P118 - Principles of Psychology Practice"
Psychology,P136,Principles of Psychology Applications,This course covers principles of psychology applications with emphasis on practical and theoretical aspects.,P127 - Fundamentals of Psychology Theory,"Summer, Fall, Spring","Psychology, Principles, of, Psychology, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P127 - Fundamentals of Psychology Theory"
Psychology,P145,Principles of Psychology Practice,This course covers principles of psychology practice with emphasis on practical and theoretical aspects.,P136 - Principles of Psychology Applications,"Summer, Fall, Spring","Psychology, Principles, of, Psychology, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P136 - Principles of Psychology Applications"
Psychology,P154,Principles of Psychology Management,This course covers principles of psychology management with emphasis on practical and theoretical aspects.,P145 - Principles of Psychology Practice,"Spring, Fall","Psychology, Principles, of, Psychology, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P145 - Principles of Psychology Practice"
Psychology,P163,Principles of Psychology Applications,This course covers principles of psychology applications with emphasis on practical and theoretical aspects.,P154 - Principles of Psychology Management,Spring,"Psychology, Principles, of, Psychology, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: P154 - Principles of Psychology Management"
Public Administration,PA100,Principles of Public Administration Design,This course covers principles of public administration design with emphasis on practical and theoretical aspects.,None,"Summer, Spring, Fall","Public Administration, Principles, of, Public, Administration, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Public Administration,PA109,Introduction to Public Administration Management,This course covers introduction to public administration management with emphasis on practical and theoretical aspects.,PA100 - Principles of Public Administration Design,"Fall, Summer, Spring","Public Administration, Introduction, to, Public, Administration, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA100 - Principles of Public Administration Design"
Public Administration,PA118,Principles of Public Administration Management,This course covers principles of public administration management with emphasis on practical and theoretical aspects.,PA109 - Introduction to Public Administration Management,"Fall, Spring","Public Administration, Principles, of, Public, Administration, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA109 - Introduction to Public Administration Management"
Public Administration,PA127,Principles of Public Administration Systems,This course covers principles of public administration systems with emphasis on practical and theoretical aspects.,PA118 - Principles of Public Administration Management,Spring,"Public Administration, Principles, of, Public, Administration, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA118 - Principles of Public Administration Management"
